,sentences,meteor,bleu-4,bleu-1,bleu-2,bleu-3
136,Yes AudioFeature which a shap value of -0.2422 was used to detect the sample as PhysicalAccess was detected by CNN......,0.9699334487534627,0.9894262727836655,0.9895652173913044,0.9894736842105264,0.9893805309734514
137,Yes AudioFeature which a shap value of 1 was used to detect the sample as Audiosignal......,0.6651473197898528,0.6783272636985127,0.8465692262943574,0.7546480484032229,0.7075602839411943
138,It shows signs of having been digitally manipulated......,0.09709430826696505,0.12794014569228282,0.7005309997007334,0.3103558941058941,0.0919448296274672
139,The audio sample had Entity and AudioFeature features extracted and passed through a trained ClassificationAlgorithm which determined the id of speaker 2......,0.7332978385020434,0.6966423127304264,0.9595505617977528,0.9260169491525424,0.9020120463382095
140,Yes AudioFeature which a shap value of -0.662 was used to detect the sample as PhysicalAccess was detected by CNN......,0.7404848511285972,0.7196151228940859,0.9783766233766233,0.9412121212121212,0.9027253668763103
141,It appears that part of the audio was sped up......,0.267671599033049,0.3165583616459976,0.6660322665651626,0.4333333333333333,0.2828128305331953
142,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess......,0.8423339048098806,0.8432159044607668,0.9805996392485812,0.943356870669972,0.9203545492081998
143,Yes AudioFeature which a shap value of -0.7587 was used to detect the sample as PhysicalAccess was detected by CNN......,0.8436768493890888,0.7505067121801747,0.8838735177865613,0.8609550782786564,0.8409591759065794
144,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess......,0.8423339048098806,0.8432159044607668,0.9805996392485812,0.943356870669972,0.9203545492081998
145,6 was found to be the id of the speaker in the sample......,0.6315803245917104,0.6531871580475158,0.9065786901270773,0.7751416183343657,0.6826156046400762
146,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal......,0.9709900887340673,0.980527794452699,0.994570710619304,0.9890645132073708,0.9867943767943768
147,Yes person 6 was detected by AudioFeature with a shap value of -0.5773......,0.46519870767456395,0.5119149252116272,0.6973650975889781,0.5715929341150604,0.46860354398169524
148,Yes AudioFeature which a shap value of -0.2138 was used to detect the id of speaker 4 for the audio sample......,0.49464266737655294,0.5492705115058001,0.9529799849855582,0.8567909117514034,0.7425334864140835
149,Yes person 1 was detected by AudioFeature with a shap value of 0.8535......,0.7626704092589522,0.7871708408001173,0.860868109491052,0.818687776969656,0.7735639183209515
150,The recording is artificially slowed......,0.25615681488322994,0.41583506858703306,0.6204491552718647,0.4546666666666666,0.3456517140407717
151,Yes AudioFeature which a shap value of -0.3996 was used to detect the id of speaker 6 for the audio sample......,0.48424389596750317,0.5170642049556229,0.8848539198994875,0.7786645582616655,0.6835450153711023
152,Yes AudioFeature which a shap value of 0.8609 was used to detect the id of speaker 4 for the audio sample......,0.5518478999843224,0.5800553961575573,0.9676396394168346,0.8837694643664793,0.7912090807742981
153,It was altered using software......,0.3429906920665542,0.34045587157544643,0.593861737624058,0.41833624708624706,0.3033721962730501
154,No other spoof types were detected......,0.0,0.03152411366720263,0.5421753551326722,0.22206451612903227,0.034999999999999996
155,Yes AudioFeature which a shap value of -0.9158 was used to detect the id of speaker 1 for the audio sample......,0.5916561252142127,0.6562248915315119,0.9676011726467403,0.8845783947907521,0.7989256068463989
156,Yes AudioFeature which a shap value of -0.4135 was used to detect the sample as PhysicalAccess was detected by CNN......,0.8511059213480054,0.8511846999972745,0.9838735177865614,0.9614035087719298,0.9418600768074803
157,It has been PhysicalAccess was detected by CNN and re-recorded 3 times......,0.3936576524196318,0.6333575005143107,0.9151325757575759,0.7650861921829664,0.6854080955025847
158,Yes AudioFeature which a shap value of -0.3069 was used to detect the sample as Audiosignal......,0.7700546729863322,0.7809164628752184,0.9586242788318563,0.8807903597719227,0.8381240981240982
159,Yes AudioFeature which a shap value of 0.9205 was used to detect the id of speaker 4 for the audio sample......,0.5518478999843224,0.5800553961575573,0.9676396394168346,0.8837694643664793,0.7912090807742981
160,Yes AudioFeature which a shap value of -0.9499 was used to detect the sample as Audiosignal......,0.7698602285418877,0.8056359676183803,0.9719762062128222,0.9013568521031209,0.8589341692789969
161,The audio sample was PhysicalAccess was detected by CNN as well......,0.3363475192690365,0.41233833839251394,0.5407182864580782,0.4370390948815701,0.3767403269530929
162,The recording was faked using playback......,0.1907780131826742,0.27968045344527726,0.7104518372085333,0.4014531445565928,0.2608518998615995
163,Yes the Audiosignal was detected by CNN recording was a PhysicalAccess recording......,0.4743488486224564,0.5172686517078391,0.9754761904761905,0.859415978601038,0.7651472931736496
164,Yes AudioFeature which a shap value of 0.812 was used to detect the sample as PhysicalAccess was detected by CNN......,0.8260618988550034,0.8666722398145991,0.9029842647856755,0.8734467421706634,0.8561011904761905
165,Yes AudioFeature which a shap value of 0.4174 was used to detect the id of speaker 3 for the audio sample......,0.6657465562479656,0.6719932136550814,0.9771354623939128,0.926551546412637,0.8652549815775622
166,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.9284......,0.5595962119246412,0.6485905184532748,0.8082711019630524,0.6880331539377658,0.6108884776570946
167,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess......,0.8423339048098806,0.8432159044607668,0.9805996392485812,0.943356870669972,0.9203545492081998
168,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal......,0.9709900887340673,0.980527794452699,0.994570710619304,0.9890645132073708,0.9867943767943768
169,Yes person 4 was detected by AudioFeature with a shap value of 0......,0.839438530798953,0.804592797712947,0.9093511904761904,0.8793464599916213,0.8487382206003593
170,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess......,0.8981126177208687,0.9005808648261413,0.9805996392485812,0.943356870669972,0.9203545492081998
171,Yes AudioFeature which a shap value of 0.4012 was used to detect the sample as PhysicalAccess was detected by CNN......,0.9698364958448755,0.9901563468097511,0.9929968944099379,0.9911332385016596,0.9892357200321802
172,Yes AudioFeature which a shap value of 0.6103 was used to detect the sample as Audiosignal......,0.7858262582658793,0.8128042444087702,0.9615436586619668,0.897727009688212,0.8592073443797583
173,Yes the recording was Audiosignal was detected by CNN......,0.6424920150258624,0.7075588694492216,0.8989232697127434,0.7758739789622143,0.7154927701803401
174,yes AudioFeature was used to determine speaker id......,0.5678749771276552,0.6066491748921073,0.9178319783197832,0.774812834224599,0.7010286225402504
175,Constant-Q Cepstral Coefficients......,0.03333333333333333,0.12200516431650785,0.35590326868501687,0.18829026672725463,0.13177233198974586
176,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal......,0.9709900887340673,0.980527794452699,0.994570710619304,0.9890645132073708,0.9867943767943768
177,Yes person 4 was detected by AudioFeature with a shap value of -0.5......,0.6837649730846069,0.6765235540692698,0.7575788270031176,0.7077825311942959,0.651011870417811
178,No most of the recording was not made with a mobile phone......,0.32235693088965045,0.3733422100881415,0.9609057452768341,0.8397253447207195,0.5270958751393534
179,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess......,0.8423339048098806,0.8432159044607668,0.9805996392485812,0.943356870669972,0.9203545492081998
180,Yes AudioFeature which a shap value of -0.158 was used to detect the sample as Audiosignal......,0.7700546729863322,0.8090968016262023,0.9738466757123474,0.9044932079414838,0.8637924865831842
181,The Interpreters values indicate the contribution of the features on the outcome of the classification Abstract......,0.7689888848034951,0.8529175876630128,0.9618181818181817,0.9027522935779817,0.862910052910053
182,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess......,0.8423339048098806,0.8432159044607668,0.9805996392485812,0.943356870669972,0.9203545492081998
183,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.4408......,0.5595962119246412,0.6476577500402976,0.8099083085698331,0.6879447235766751,0.610753524890563
184,Yes person 7 was detected by AudioFeature with a shap value of 0.7676......,0.6052947290056425,0.5826913185657456,0.7192307692307692,0.6671994850614171,0.6086143790849674
185,Yes AudioFeature which a shap value of 0 was used to detect the id of speaker 4 for the audio sample......,0.48428879865634766,0.49989082937389384,0.9644345238095239,0.8575089061019053,0.7315338100383969
186,Yes AudioFeature which a shap value of -0.3635 was used to detect the sample as Audiosignal......,0.6958814037255102,0.7361201469232889,0.9506939854593522,0.8392356399819085,0.7814933716055444
187,Part of the AcousticWave is synthesized......,0.2678016169154229,0.13265157060059413,0.5809681409007486,0.2432704795204795,0.09111142533936653
188,No the Audiosignal was detected by CNN recording was not converted.....,0.8704647628763181,0.8790938296720731,0.9797552836484984,0.9485188380788034,0.9195238095238096
189,A Audiosignal signature was not detected......,0.1134161796262253,0.25481576849477033,0.468452252082283,0.29305115120588054,0.22386515532582946
190,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.4598......,0.42228642372629216,0.5336877482490127,0.7519102242786453,0.5795348725581283,0.4822138658838913
191,Yes AudioFeature which a shap value of -0.7408 was used to detect the sample as Audiosignal......,0.7700546729863322,0.7913453393772887,0.9672716218270254,0.8917299819474998,0.8491341991341992
192,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal......,0.9709900887340673,0.980527794452699,0.994570710619304,0.9890645132073708,0.9867943767943768
193,The Audiosignal was detected by CNN audio was a PhysicalAccess audio......,0.35207624894975764,0.4348600229048737,0.6037188121511178,0.47747997008885645,0.4055094608286097
194,The audio sample had Entity and AudioFeature features extracted and passed through a trained ClassificationAlgorithm which determined the id of speaker 7......,0.8219184882795656,0.788683790090967,0.9202442034162498,0.847132366895867,0.8051648654653368
195,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.2676......,0.6858392855551138,0.765769878267675,0.8922161172161172,0.7893234444958582,0.7393987641262596
196,Yes person 2 was detected by AudioFeature with a shap value of 0......,0.7550000045729871,0.7215260509563277,0.8408749999999999,0.8037518037518037,0.7574033259867761
197,Yes person 7 was detected by AudioFeature with a shap value of -0.7561......,0.5360795721886124,0.5478016545941127,0.763927738927739,0.6507693132914396,0.5652933006535947
198,Yes AudioFeature which a shap value of 0.7845 was used to detect the sample as Audiosignal......,0.7120418778939461,0.7472758236749731,0.9424836601307188,0.8378529885782356,0.7863120012517603
199,I don't recognize any of the CaptureDevice signatures......,0.025,0.1662406618850963,0.6838518518518519,0.27219869079707354,0.16539855072463766
200,The voice changes during the conversation......,0.015625,0.06063188213898272,0.6968262354510232,0.36973788604906044,0.1161175461175461
201,Yes AudioFeature which a shap value of 0.364 was used to detect the id of speaker 6 for the audio sample......,0.4890801018103096,0.5462762253023379,0.8766427075996874,0.7731389891761467,0.6760670048905342
202,The Audiosignal was detected by CNN audio was converted......,0.606765754532713,0.6390867666238844,0.6891992905615196,0.6574330090459123,0.6231024990808737
203,There was more than one CaptureDevice......,0.5492910692951016,0.611344423824157,0.7890993484402928,0.677623459932797,0.579788838612368
204,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of -0.761......,0.8428871252240511,0.880547662584344,0.9353204207191276,0.8903975964773518,0.867297228578693
205,Yes person 2 was detected by AudioFeature with a shap value of 0.1692......,0.8398124624228845,0.828330624758473,0.9136081193040596,0.89419628625251,0.8703703014802759
206,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal......,0.9754782606058358,0.9670419124771211,0.974246674524144,0.9730181039669595,0.9717760617760618
207,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal......,0.9709900887340673,0.980527794452699,0.994570710619304,0.9890645132073708,0.9867943767943768
208,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess......,0.8423339048098806,0.8432159044607668,0.9805996392485812,0.943356870669972,0.9203545492081998
209,Yes AudioFeature which a shap value of 0.4852 was used to detect the id of speaker 1 for the audio sample......,0.6246757625915562,0.6367543234558684,0.9788687782805431,0.9235088760741746,0.8633988233988233
210,This is a Audiosignal was detected by CNN recording,0.28918087885829824,0.33214935255208833,0.49560452962929746,0.3688287421845438,0.2813567787246965
211,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.5149......,0.5643181356515276,0.6704164288230722,0.8544454619454619,0.7157153998762644,0.6414496327093743
212,Yes AudioFeature which a shap value of -0.3591 was used to detect the id of speaker 7 for the audio sample......,0.48424389596750317,0.5140157390140272,0.8848539198994875,0.7786645582616655,0.6736161616161616
213,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.6758......,0.9599320983379502,0.9839898004759707,0.9914232692432575,0.9896249311241816,0.9860711749388464
214,Yes person 4 was detected by AudioFeature with a shap value of -0.9592......,0.7056740446869788,0.7387636858893072,0.8680331771136036,0.7760144680706917,0.7088420701208425
215,Yes person 2 was detected by AudioFeature with a shap value of 0.7152......,0.839438530798953,0.8157615854784078,0.9131035996488148,0.8845858966421204,0.8575274921157273
216,Yes AudioFeature which a shap value of 0.2695 was used to detect the id of speaker 2 for the audio sample......,0.48360734162175534,0.5547685961775438,0.9563794531897267,0.8495522388059701,0.7393939393939394
217,Yes AudioFeature which a shap value of 0.3406 was used to detect the sample as Audiosignal......,0.7858262582658793,0.8087647223071966,0.9614931536114615,0.8953764995500224,0.8567760547391663
218,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess......,0.8423339048098806,0.8432159044607668,0.9805996392485812,0.943356870669972,0.9203545492081998
219,Some of the recording was made using a computer......,0.3837993779544992,0.382199404567176,0.7109350920914443,0.47511779886779887,0.3902190069576218
220,Dynamic microphones were used the most......,0.06507936507936508,0.19963811110058904,0.7707060484669592,0.3261266373480872,0.18467543471853817
221,The Interpreters values indicate the contribution of the features on the outcome of the classification Abstract......,0.7487015339687041,0.7597667548095217,0.95997150997151,0.8546542056074766,0.8053279424977537
222,Yes person 5 was detected by AudioFeature with a shap value of 0.6721......,0.8526420255365388,0.8767004545361866,0.9162190963341859,0.8909152126290307,0.8630590363689574
223,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of -0.4086......,0.6779704522736327,0.708058221945372,0.8426524185922682,0.7657713285244101,0.7108404640764725
224,Yes person 2 was detected by AudioFeature with a shap value of -0.4862......,0.609860291403605,0.6255834137052808,0.7143665158371041,0.6554040930892392,0.5996019013666072
225,Yes person 5 was detected by AudioFeature with a shap value of -0.643......,0.839438530798953,0.826005751347644,0.9183016954064629,0.8957219251336899,0.8665657397764894
226,Yes person 5 was detected by AudioFeature with a shap value of 0.6995......,0.8530159571604703,0.8783171463722892,0.9107095685794219,0.8912551097819218,0.8684001522265445
227,Yes AudioFeature which a shap value of 0.1518 was used to detect the sample as PhysicalAccess was detected by CNN......,0.7154408286355952,0.7277274389180108,0.8923157456617788,0.8480387733346555,0.8117041543756146
228,Yes person 3 was detected by AudioFeature with a shap value of 0.4844......,0.6141758846436451,0.6441195913419977,0.8122457565115597,0.6966852302428579,0.6122705201187174
229,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of -0.2957......,0.559596211924641,0.649374942423726,0.8099230447914658,0.6879747085841713,0.610799291480952
230,Yes AudioFeature which a shap value of -0.524 was used to detect the sample as PhysicalAccess was detected by CNN......,0.9698364958448755,0.9868801301019416,0.992951127819549,0.9892848600813202,0.9837337662337662
231,The audio is not Audiosignal......,0.264602748100285,0.15719983991348868,0.5129036863458933,0.30320512820512824,0.22560573249456556
232,Yes person 1 was detected by AudioFeature with a shap value of -0.4514......,0.7029367499691942,0.7049770632061694,0.7734723726977248,0.7342651924123187,0.6946750294320627
233,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess......,0.8423339048098806,0.8432159044607668,0.9805996392485812,0.943356870669972,0.9203545492081998
234,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal......,0.9822393520419629,0.9649003068125921,0.9720847060578277,0.967577775494297,0.9663181863181863
235,Yes AudioFeature which a shap value of -0.6353 was used to detect the sample as Audiosignal......,0.7698602285418878,0.8092302615962529,0.972001175001836,0.9066401902642051,0.8643155694879834
236,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal......,0.9709900887340673,0.980527794452699,0.994570710619304,0.9890645132073708,0.9867943767943768
237,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal......,0.9709900887340673,0.980527794452699,0.994570710619304,0.9890645132073708,0.9867943767943768
238,Yes AudioFeature which a shap value of 0.6141 was used to detect the id of speaker 7 for the audio sample......,0.6058425905434728,0.6667854552716643,0.9664099001511198,0.8899469845343418,0.8031721357905969
239,Yes AudioFeature which a shap value of 0.5419 was used to detect the sample as Audiosignal......,0.7862151471547681,0.8007227342856954,0.9590363277093783,0.8880490670096082,0.8516017316017315
240,The next synthesized area begins at 16 seconds......,0.12277499533082532,0.18194710843601952,0.7466849966798603,0.39123240142976984,0.177263933762985
241,the audio sample was used in a ClassificationAlgorithm Abstract tasked at detecting speaker id determined to be 3......,0.3876917656922359,0.3066150254696981,0.9660130875628106,0.7968112861980787,0.6334284176069166
242,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of -0.27......,0.9599320983379502,0.986145876479123,0.9863247863247864,0.9862068965517242,0.9860869565217392
243,person 3 was detected as the primary speaker of the audio sample......,0.40775519925779335,0.3719460438319796,0.9280594906917964,0.7157805192710853,0.546806425487967
244,yes AudioFeature was used to determine speaker id......,0.5394579757889673,0.5595945952912789,0.8953182634258177,0.7354293441514537,0.6488068948595265
245,Yes there was more than one CaptureDevice......,0.5136105360018404,0.5994960634534546,0.8548514580327942,0.7228571428571428,0.6082854400501458
246,Yes AudioFeature which a shap value of -0.2333 was used to detect the id of speaker 7 for the audio sample......,0.48908010181030964,0.5447295541547909,0.8769353678632884,0.7712311371320195,0.6719191919191918
247,Yes AudioFeature which a shap value of -0.4076 was used to detect the sample as Audiosignal......,0.7700546729863322,0.7872803552816222,0.9649994620267757,0.887158991140554,0.8444842513808031
248,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess......,0.8423339048098806,0.8432159044607668,0.9805996392485812,0.943356870669972,0.9203545492081998
249,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.2452......,0.4130883232097188,0.5230113842745425,0.7263692886061307,0.5739626669859227,0.4702720019342359
250,The Interpreters values indicate the contribution of the features on the outcome of the classification model......,0.862310002863681,0.9057636988284988,0.9439559693983067,0.9395795916994585,0.935118366358261
251,Interpreters determined that ConstantQFeature AudioFeature LFCC MFCC-4 had the highest impact on classification......,0.03925190746505524,0.15912184758042686,0.857868167575101,0.43745139333438476,0.19179637365449356
252,Yes AudioFeature which a shap value of -0.664 was used to detect the id of speaker 2 for the audio sample......,0.6058425905434728,0.6505836507575491,0.9615145290111407,0.8796871258679863,0.7933181010408733
253,shap determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.8713......,0.5693586917958167,0.6743946935419791,0.8645884442434081,0.7308852404033416,0.6562297544409613
254,Yes AudioFeature which a shap value of 1 was used to detect the sample as PhysicalAccess was detected by CNN......,0.8260618988550034,0.8720061072008175,0.9082474226804124,0.8787564766839377,0.8614583333333334
255,It is not a bona fide recording......,0.08356379601631353,0.2013858040871012,0.6018274205050803,0.37775641025641027,0.23472903355071034
256,Yes AudioFeature which a shap value of -0.6485 was used to detect the id of speaker 1 for the audio sample......,0.48356243893291084,0.5389970426874918,0.8763923814379491,0.7694121072812733,0.6717748917748917
257,Yes AudioFeature which a shap value of -0.1791 was used to detect the id of speaker 6 for the audio sample......,0.48424389596750317,0.5140157390140272,0.8848539198994875,0.7786645582616655,0.6736161616161616
258,person 7 was detected as the primary speaker of the audio sample......,0.5217963018099253,0.5027545502117592,0.9426936370332598,0.7807805192710854,0.6442423229238645
259,the audio sample had Entity features extracted and AudioFeature was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess......,0.8423722567713094,0.8531153399714043,0.9867852062588905,0.9526832955404384,0.931812882541533
260,yes AudioFeature was used to determine speaker id......,0.5273048016890588,0.5176387208748484,0.9359962295275126,0.807843137254902,0.7400349650349651
261,Yes AudioFeature which a shap value of -0.562 was used to detect the id of speaker 3 for the audio sample......,0.6092968130699303,0.6148243355434735,0.9712422287779379,0.9002783882783882,0.8232698522100697
262,Yes AudioFeature which a shap value of -0.6354 was used to detect the id of speaker 4 for the audio sample......,0.6113602534208716,0.6663888148666879,0.9687222819043256,0.8996439542313116,0.8204695647298168
263,There were 2 microphones used......,0.5891144385026739,0.5038941434156655,0.7003797404621015,0.5444309812306962,0.4736368994989684
264,Yes AudioFeature which a shap value of -0.8852 was used to detect the sample as Audiosignal......,0.6960758481699547,0.7418858287278608,0.9529411764705882,0.8437810945273633,0.7883899233296823
265,There were 2 microphones used......,0.2587823630309757,0.3068334504133749,0.599738450639065,0.36493477695188314,0.25042232277526394
266,Yes AudioFeature which a shap value of 0 was used to detect the id of speaker 6 for the audio sample......,0.6116396136465394,0.6263855388649912,0.9776348039215688,0.8982009909923534,0.7979344638531174
267,Other samples show the person speaks at a different speed......,0.22340985156573173,0.33777949059292206,0.8212500992299754,0.49708755760368667,0.3374570860285146
268,Yes AudioFeature which a shap value of 0.114 was used to detect the id of speaker 4 for the audio sample......,0.6113602534208716,0.660523403529221,0.9680718209482159,0.8956122309063487,0.8178094059405941
269,Yes AudioFeature which a shap value of 0.0732 was used to detect the id of speaker 2 for the audio sample......,0.49226551610276204,0.5619126627918853,0.9123368827056273,0.803227592445297,0.7034032634032634
270,Yes person 5 was detected by AudioFeature with a shap value of 0.0685......,0.7622964776350206,0.8094366984434842,0.87574415308292,0.8333829314238658,0.78755529147686
